Sample_ID,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15
TCGA-CJ-4908-01,0.2948058769042133,0.7015937098105826,-0.3322256237275514,3.35255589186021,0.5508607001925325,-1.0975756552647653,0.5172291646753393,-0.4925157275282873,0.06629895008881684,0.23821633170138623,-0.18706900704145216,-0.07283535457453698,-1.4390090258527204,-0.4113972749348407,0.2129625583865123
TCGA-BP-4166-01,-0.5636496430304263,0.3865966003398183,0.3428911424935226,2.8555791401421335,-0.022728760464145115,-0.5984281187611598,-0.09063404088736671,-2.3404739394483185,0.31646314116264734,0.3491553984446391,-0.9803461727662602,-0.9621857619218687,-0.561376273838903,3.7956120300071716,1.8264083151647714
TCGA-B0-5702-01,-2.321735684600609,0.1494422137790327,0.8590802182339744,2.6135217159510384,-0.06692705441766082,-1.1196704677994673,0.0912798337693324,0.5147064984943731,0.10061259959421874,-0.1047436330980187,1.2316660684561187,-0.18246280274964383,1.794703659673211,2.629253589620924,-3.7506967758059537
TCGA-EU-5907-01,2.9331096169792743,3.8012044456002188,-2.4523358929305124,-3.1255574289875603,-0.6833534133144067,3.4751126057246995,-5.18810639936922,-0.054247081343752175,-1.533935774219718,0.2591396560780982,-0.09229873716388813,1.4837459623700304,2.218998737054879,-0.7593481323031259,0.2112437605509547
TCGA-BP-5196-01,-0.5057164890521357,-1.7121520695646166,-0.9090675082467887,-0.6684680343394582,0.08240062545298273,-0.2212654104036725,0.5595982702812293,-0.5336970446315614,0.18232844306058477,-0.032217778281104704,-0.20671143006107784,-0.07032715117085257,-1.4837889441819974,-0.2261572377713998,-0.2413945665506516
TCGA-B4-5843-01,2.4790999486215197,3.6267358144937285,-1.3711652075426448,-1.4668853165344444,0.5824268542600046,-1.2936879646835855,0.8859224601713143,-0.3017455354806512,0.2227193005109708,0.3838936512739882,0.14619936619416174,-0.2816479171159009,1.5607024412159716,-0.5039996003131787,0.49231203304669924
TCGA-BP-4334-01,-6.555937029984113,3.8902239889958796,16.80983624356836,-3.850923893163642,1.7682559784651886,3.428007664631291,-4.09194927798007,2.2520508220713586,-2.405140378190782,0.31356569804556844,-0.922961245383613,1.2166289049211638,2.660229406831713,0.2750454690332892,-1.5088106629212694
TCGA-BP-4787-01,-1.128515479502204,-3.327218084003133,0.2704712835798225,-0.28436136350905566,-0.8572199033537301,2.8522153598221602,1.5073146599731437,-2.1091961934029375,0.12000178724429411,1.0951669021657202,0.24929974428231894,-1.1848507195442033,0.7110232470330501,-0.20214243889557926,0.18583688538046442
TCGA-CW-5584-01,0.5821093195149335,0.3191425433055183,-0.6899824802349442,1.63223053011555,-0.20387478377661208,1.4023084863533721,-0.43005694747202516,0.28709833640911353,-0.2508323691437254,-0.030298708364930396,0.5544966122223837,0.09930018630954032,2.0412492546725356,1.819478356400401,0.679841714251108
TCGA-BP-4758-01,0.38101985258098914,-1.1727309296907555,-1.0165571615461984,1.8189604592261912,1.316976788721594,-1.8326318564566377,-1.101662547291261,1.6082184560859976,-0.1575278265023623,-1.0949259904807136,-0.5206864236655548,-0.8173557163260867,-1.5831346159946826,3.6879120713470086,0.3902639283463387
